userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000186471	AKAP14	A-kinase anchoring protein 14	158798	https://www.ncbi.nlm.nih.gov/gene/?term=158798
ENSG00000261175	LINC02188	long intergenic non-protein coding RNA 2188	102724344	https://www.ncbi.nlm.nih.gov/gene/?term=102724344
ENSG00000184106	TREML3P	triggering receptor expressed on myeloid cells like 3, pseudogene	340206	https://www.ncbi.nlm.nih.gov/gene/?term=340206
ENSG00000233922	LINC01694	long intergenic non-protein coding RNA 1694	105372840	https://www.ncbi.nlm.nih.gov/gene/?term=105372840
ENSG00000172318	B3GALT1	beta-1,3-galactosyltransferase 1	8708	https://www.ncbi.nlm.nih.gov/gene/?term=8708
ENSG00000231172	LOC101927884	uncharacterized LOC101927884	101927884	https://www.ncbi.nlm.nih.gov/gene/?term=101927884
ENSG00000091129	NRCAM	neuronal cell adhesion molecule	4897	https://www.ncbi.nlm.nih.gov/gene/?term=4897
ENSG00000142619	PADI3	peptidyl arginine deiminase 3	51702	https://www.ncbi.nlm.nih.gov/gene/?term=51702
ENSG00000229876	CASC20	cancer susceptibility 20	101929244	https://www.ncbi.nlm.nih.gov/gene/?term=101929244
ENSG00000129654	FOXJ1	forkhead box J1	2302	https://www.ncbi.nlm.nih.gov/gene/?term=2302
ENSG00000213401	MAGEA12	MAGE family member A12	4111	https://www.ncbi.nlm.nih.gov/gene/?term=4111
ENSG00000198729	PPP1R14C	protein phosphatase 1 regulatory inhibitor subunit 14C	81706	https://www.ncbi.nlm.nih.gov/gene/?term=81706
ENSG00000087250	MT3	metallothionein 3	4504	https://www.ncbi.nlm.nih.gov/gene/?term=4504
ENSG00000099399	MAGEB2	MAGE family member B2	4113	https://www.ncbi.nlm.nih.gov/gene/?term=4113
ENSG00000104313	EYA1	EYA transcriptional coactivator and phosphatase 1	2138	https://www.ncbi.nlm.nih.gov/gene/?term=2138
ENSG00000124493	GRM4	glutamate metabotropic receptor 4	2914	https://www.ncbi.nlm.nih.gov/gene/?term=2914
ENSG00000253877	LINC01608	long intergenic non-protein coding RNA 1608	101927459	https://www.ncbi.nlm.nih.gov/gene/?term=101927459
ENSG00000070985	TRPM5	transient receptor potential cation channel subfamily M member 5	29850	https://www.ncbi.nlm.nih.gov/gene/?term=29850
ENSG00000174502	SLC26A9	solute carrier family 26 member 9	115019	https://www.ncbi.nlm.nih.gov/gene/?term=115019
ENSG00000164651	SP8	Sp8 transcription factor	221833	https://www.ncbi.nlm.nih.gov/gene/?term=221833
ENSG00000182111	ZNF716	zinc finger protein 716	441234	https://www.ncbi.nlm.nih.gov/gene/?term=441234
ENSG00000196890	HIST3H2BB	histone cluster 3 H2B family member b	128312	https://www.ncbi.nlm.nih.gov/gene/?term=128312
ENSG00000167880	EVPL	envoplakin	2125	https://www.ncbi.nlm.nih.gov/gene/?term=2125
ENSG00000166736	HTR3A	5-hydroxytryptamine receptor 3A	3359	https://www.ncbi.nlm.nih.gov/gene/?term=3359
ENSG00000164007	CLDN19	claudin 19	149461	https://www.ncbi.nlm.nih.gov/gene/?term=149461
ENSG00000187621	TCL6	T cell leukemia/lymphoma 6	27004	https://www.ncbi.nlm.nih.gov/gene/?term=27004
ENSG00000188162	OTOG	otogelin	340990	https://www.ncbi.nlm.nih.gov/gene/?term=340990
ENSG00000174015	SPERT	spermatid associated	220082	https://www.ncbi.nlm.nih.gov/gene/?term=220082
ENSG00000167612	ANKRD33	ankyrin repeat domain 33	341405	https://www.ncbi.nlm.nih.gov/gene/?term=341405
ENSG00000177238	TRIM72	tripartite motif containing 72	493829	https://www.ncbi.nlm.nih.gov/gene/?term=493829
ENSG00000162873	KLHDC8A	kelch domain containing 8A	55220	https://www.ncbi.nlm.nih.gov/gene/?term=55220
ENSG00000115297	TLX2	T cell leukemia homeobox 2	3196	https://www.ncbi.nlm.nih.gov/gene/?term=3196
ENSG00000131730	CKMT2	creatine kinase, mitochondrial 2	1160	https://www.ncbi.nlm.nih.gov/gene/?term=1160
ENSG00000130540	SULT4A1	sulfotransferase family 4A member 1	25830	https://www.ncbi.nlm.nih.gov/gene/?term=25830
ENSG00000166863	TAC3	tachykinin 3	6866	https://www.ncbi.nlm.nih.gov/gene/?term=6866
ENSG00000172987	HPSE2	heparanase 2 (inactive)	60495	https://www.ncbi.nlm.nih.gov/gene/?term=60495
ENSG00000107165	TYRP1	tyrosinase related protein 1	7306	https://www.ncbi.nlm.nih.gov/gene/?term=7306
ENSG00000280870	MIR325HG	MIR325 host gene	101928469	https://www.ncbi.nlm.nih.gov/gene/?term=101928469
ENSG00000006071	ABCC8	ATP binding cassette subfamily C member 8	6833	https://www.ncbi.nlm.nih.gov/gene/?term=6833
ENSG00000223561	LOC646588	uncharacterized LOC646588	646588	https://www.ncbi.nlm.nih.gov/gene/?term=646588
ENSG00000100122	CRYBB1	crystallin beta B1	1414	https://www.ncbi.nlm.nih.gov/gene/?term=1414
ENSG00000162399	BSND	barttin CLCNK type accessory beta subunit	7809	https://www.ncbi.nlm.nih.gov/gene/?term=7809
ENSG00000250682	LINC00491	long intergenic non-protein coding RNA 491	285708	https://www.ncbi.nlm.nih.gov/gene/?term=285708
ENSG00000080644	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit	1136	https://www.ncbi.nlm.nih.gov/gene/?term=1136
ENSG00000164266	SPINK1	serine peptidase inhibitor, Kazal type 1	6690	https://www.ncbi.nlm.nih.gov/gene/?term=6690
ENSG00000089199	CHGB	chromogranin B	1114	https://www.ncbi.nlm.nih.gov/gene/?term=1114
ENSG00000176406	RIMS2	regulating synaptic membrane exocytosis 2	9699	https://www.ncbi.nlm.nih.gov/gene/?term=9699
ENSG00000264755	MIR3131	microRNA 3131	100422957	https://www.ncbi.nlm.nih.gov/gene/?term=100422957
ENSG00000110680	CALCA	calcitonin related polypeptide alpha	796	https://www.ncbi.nlm.nih.gov/gene/?term=796
ENSG00000140279	DUOX2	dual oxidase 2	50506	https://www.ncbi.nlm.nih.gov/gene/?term=50506
ENSG00000108878	CACNG1	calcium voltage-gated channel auxiliary subunit gamma 1	786	https://www.ncbi.nlm.nih.gov/gene/?term=786
ENSG00000231252	LOC101926964	uncharacterized LOC101926964	101926964	https://www.ncbi.nlm.nih.gov/gene/?term=101926964
ENSG00000226510	UPK1A-AS1	UPK1A antisense RNA 1	100862728	https://www.ncbi.nlm.nih.gov/gene/?term=100862728
ENSG00000198216	CACNA1E	calcium voltage-gated channel subunit alpha1 E	777	https://www.ncbi.nlm.nih.gov/gene/?term=777
ENSG00000100346	CACNA1I	calcium voltage-gated channel subunit alpha1 I	8911	https://www.ncbi.nlm.nih.gov/gene/?term=8911
ENSG00000204624	DISP3	dispatched RND transporter family member 3	57540	https://www.ncbi.nlm.nih.gov/gene/?term=57540
ENSG00000143125	PROK1	prokineticin 1	84432	https://www.ncbi.nlm.nih.gov/gene/?term=84432
ENSG00000160224	AIRE	autoimmune regulator	326	https://www.ncbi.nlm.nih.gov/gene/?term=326
ENSG00000187997	C17orf99	chromosome 17 open reading frame 99	100141515	https://www.ncbi.nlm.nih.gov/gene/?term=100141515
ENSG00000007350	TKTL1	transketolase like 1	8277	https://www.ncbi.nlm.nih.gov/gene/?term=8277
ENSG00000104833	TUBB4A	tubulin beta 4A class IVa	10382	https://www.ncbi.nlm.nih.gov/gene/?term=10382
ENSG00000275896	PRSS2	serine protease 2	5645	https://www.ncbi.nlm.nih.gov/gene/?term=5645
ENSG00000180438	TPRXL	tetrapeptide repeat homeobox like	348825	https://www.ncbi.nlm.nih.gov/gene/?term=348825
ENSG00000179593	ALOX15B	arachidonate 15-lipoxygenase, type B	247	https://www.ncbi.nlm.nih.gov/gene/?term=247
ENSG00000131771	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B	84152	https://www.ncbi.nlm.nih.gov/gene/?term=84152
ENSG00000250590	LINC02492	long intergenic non-protein coding RNA 2492	100506272	https://www.ncbi.nlm.nih.gov/gene/?term=100506272
ENSG00000168032	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	956	https://www.ncbi.nlm.nih.gov/gene/?term=956
ENSG00000275713	HIST1H2BH	histone cluster 1 H2B family member h	8345	https://www.ncbi.nlm.nih.gov/gene/?term=8345
ENSG00000124194	GDAP1L1	ganglioside induced differentiation associated protein 1 like 1	78997	https://www.ncbi.nlm.nih.gov/gene/?term=78997
ENSG00000205922	ONECUT3	one cut homeobox 3	390874	https://www.ncbi.nlm.nih.gov/gene/?term=390874
ENSG00000184709	LRRC26	leucine rich repeat containing 26	389816	https://www.ncbi.nlm.nih.gov/gene/?term=389816
ENSG00000137968	SLC44A5	solute carrier family 44 member 5	204962	https://www.ncbi.nlm.nih.gov/gene/?term=204962
ENSG00000183625	CCR3	C-C motif chemokine receptor 3	1232	https://www.ncbi.nlm.nih.gov/gene/?term=1232
ENSG00000106006	HOXA6	homeobox A6	3203	https://www.ncbi.nlm.nih.gov/gene/?term=3203
ENSG00000170231	FABP6	fatty acid binding protein 6	2172	https://www.ncbi.nlm.nih.gov/gene/?term=2172
ENSG00000171004	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	90161	https://www.ncbi.nlm.nih.gov/gene/?term=90161
ENSG00000223806	LINC00114	long intergenic non-protein coding RNA 114	400866	https://www.ncbi.nlm.nih.gov/gene/?term=400866
ENSG00000170788	DYDC1	DPY30 domain containing 1	143241	https://www.ncbi.nlm.nih.gov/gene/?term=143241
ENSG00000115844	DLX2	distal-less homeobox 2	1746	https://www.ncbi.nlm.nih.gov/gene/?term=1746
ENSG00000224141	MIR548XHG	MIR548X host gene	101927797	https://www.ncbi.nlm.nih.gov/gene/?term=101927797
ENSG00000161270	NPHS1	NPHS1, nephrin	4868	https://www.ncbi.nlm.nih.gov/gene/?term=4868
ENSG00000205359	SLCO6A1	solute carrier organic anion transporter family member 6A1	133482	https://www.ncbi.nlm.nih.gov/gene/?term=133482
ENSG00000011677	GABRA3	gamma-aminobutyric acid type A receptor alpha3 subunit	2556	https://www.ncbi.nlm.nih.gov/gene/?term=2556
ENSG00000236081	ELFN1-AS1	ELFN1 antisense RNA 1	101927125	https://www.ncbi.nlm.nih.gov/gene/?term=101927125
ENSG00000171431	KRT20	keratin 20	54474	https://www.ncbi.nlm.nih.gov/gene/?term=54474
ENSG00000125869	LAMP5	lysosomal associated membrane protein family member 5	24141	https://www.ncbi.nlm.nih.gov/gene/?term=24141
ENSG00000205755	CRLF2	cytokine receptor like factor 2	64109	https://www.ncbi.nlm.nih.gov/gene/?term=64109
ENSG00000223572	CKMT1A	creatine kinase, mitochondrial 1A	548596	https://www.ncbi.nlm.nih.gov/gene/?term=548596
ENSG00000204669	C9orf57	chromosome 9 open reading frame 57	138240	https://www.ncbi.nlm.nih.gov/gene/?term=138240
ENSG00000068985	PAGE1	PAGE family member 1	8712	https://www.ncbi.nlm.nih.gov/gene/?term=8712
ENSG00000196109	ZNF676	zinc finger protein 676	163223	https://www.ncbi.nlm.nih.gov/gene/?term=163223
ENSG00000234602	MCIDAS	multiciliate differentiation and DNA synthesis associated cell cycle protein	345643	https://www.ncbi.nlm.nih.gov/gene/?term=345643
ENSG00000144407	PTH2R	parathyroid hormone 2 receptor	5746	https://www.ncbi.nlm.nih.gov/gene/?term=5746
ENSG00000143595	AQP10	aquaporin 10	89872	https://www.ncbi.nlm.nih.gov/gene/?term=89872
ENSG00000161609	CCDC155	coiled-coil domain containing 155	147872	https://www.ncbi.nlm.nih.gov/gene/?term=147872
ENSG00000227729	RD3L	retinal degeneration 3 like	647286	https://www.ncbi.nlm.nih.gov/gene/?term=647286
ENSG00000176746	MAGEB6	MAGE family member B6	158809	https://www.ncbi.nlm.nih.gov/gene/?term=158809
ENSG00000245719	LOC101929076	uncharacterized LOC101929076	101929076	https://www.ncbi.nlm.nih.gov/gene/?term=101929076
ENSG00000226887	ERVMER34-1	endogenous retrovirus group MER34 member 1, envelope	100288413	https://www.ncbi.nlm.nih.gov/gene/?term=100288413
ENSG00000187242	KRT12	keratin 12	3859	https://www.ncbi.nlm.nih.gov/gene/?term=3859
ENSG00000227115	LINC01630	long intergenic non-protein coding RNA 1630	100287225	https://www.ncbi.nlm.nih.gov/gene/?term=100287225
ENSG00000242515	UGT1A10	UDP glucuronosyltransferase family 1 member A10	54575	https://www.ncbi.nlm.nih.gov/gene/?term=54575
ENSG00000231274	SBK3	SH3 domain binding kinase family member 3	100130827	https://www.ncbi.nlm.nih.gov/gene/?term=100130827
ENSG00000133937	GSC	goosecoid homeobox	145258	https://www.ncbi.nlm.nih.gov/gene/?term=145258
ENSG00000163554	SPTA1	spectrin alpha, erythrocytic 1	6708	https://www.ncbi.nlm.nih.gov/gene/?term=6708
ENSG00000203730	TEDDM1	transmembrane epididymal protein 1	127670	https://www.ncbi.nlm.nih.gov/gene/?term=127670
ENSG00000185559	DLK1	delta like non-canonical Notch ligand 1	8788	https://www.ncbi.nlm.nih.gov/gene/?term=8788
ENSG00000164112	TMEM155	transmembrane protein 155	132332	https://www.ncbi.nlm.nih.gov/gene/?term=132332
ENSG00000156150	ALX3	ALX homeobox 3	257	https://www.ncbi.nlm.nih.gov/gene/?term=257
ENSG00000160471	COX6B2	cytochrome c oxidase subunit 6B2	125965	https://www.ncbi.nlm.nih.gov/gene/?term=125965
ENSG00000164304	CAGE1	cancer antigen 1	285782	https://www.ncbi.nlm.nih.gov/gene/?term=285782
ENSG00000102109	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	27344	https://www.ncbi.nlm.nih.gov/gene/?term=27344
ENSG00000077327	SPAG6	sperm associated antigen 6	9576	https://www.ncbi.nlm.nih.gov/gene/?term=9576
ENSG00000233718	MYCNOS	MYCN opposite strand	10408	https://www.ncbi.nlm.nih.gov/gene/?term=10408
ENSG00000203645	LINC00501	long intergenic non-protein coding RNA 501	100820709	https://www.ncbi.nlm.nih.gov/gene/?term=100820709
ENSG00000279774	LOC440742	uncharacterized LOC440742	440742	https://www.ncbi.nlm.nih.gov/gene/?term=440742
ENSG00000184261	KCNK12	potassium two pore domain channel subfamily K member 12	56660	https://www.ncbi.nlm.nih.gov/gene/?term=56660
ENSG00000116014	KISS1R	KISS1 receptor	84634	https://www.ncbi.nlm.nih.gov/gene/?term=84634
ENSG00000197565	COL4A6	collagen type IV alpha 6 chain	1288	https://www.ncbi.nlm.nih.gov/gene/?term=1288
ENSG00000166105	GLB1L3	galactosidase beta 1 like 3	112937	https://www.ncbi.nlm.nih.gov/gene/?term=112937
ENSG00000196289	BECN2	beclin 2	441925	https://www.ncbi.nlm.nih.gov/gene/?term=441925
ENSG00000168124	OR1F1	olfactory receptor family 1 subfamily F member 1	4992	https://www.ncbi.nlm.nih.gov/gene/?term=4992
ENSG00000162728	KCNJ9	potassium voltage-gated channel subfamily J member 9	3765	https://www.ncbi.nlm.nih.gov/gene/?term=3765
ENSG00000253161	LINC01605	long intergenic non-protein coding RNA 1605	100507420	https://www.ncbi.nlm.nih.gov/gene/?term=100507420
ENSG00000131095	GFAP	glial fibrillary acidic protein	2670	https://www.ncbi.nlm.nih.gov/gene/?term=2670
ENSG00000268894	PLCE1-AS1	PLCE1 antisense RNA 1	100128054	https://www.ncbi.nlm.nih.gov/gene/?term=100128054
ENSG00000258609	LINC-ROR	long intergenic non-protein coding RNA, regulator of reprogramming	100885779	https://www.ncbi.nlm.nih.gov/gene/?term=100885779
ENSG00000006377	DLX6	distal-less homeobox 6	1750	https://www.ncbi.nlm.nih.gov/gene/?term=1750
ENSG00000183873	SCN5A	sodium voltage-gated channel alpha subunit 5	6331	https://www.ncbi.nlm.nih.gov/gene/?term=6331
ENSG00000214803	LOC101927588	uncharacterized LOC101927588	101927588	https://www.ncbi.nlm.nih.gov/gene/?term=101927588
ENSG00000159184	HOXB13	homeobox B13	10481	https://www.ncbi.nlm.nih.gov/gene/?term=10481
ENSG00000139445	FOXN4	forkhead box N4	121643	https://www.ncbi.nlm.nih.gov/gene/?term=121643
ENSG00000242268	LINC02082	long intergenic non-protein coding RNA 2082	100507661	https://www.ncbi.nlm.nih.gov/gene/?term=100507661
ENSG00000132677	RHBG	Rh family B glycoprotein (gene/pseudogene)	57127	https://www.ncbi.nlm.nih.gov/gene/?term=57127
ENSG00000267886	ZNF730	zinc finger protein 730	100129543	https://www.ncbi.nlm.nih.gov/gene/?term=100129543
ENSG00000144452	ABCA12	ATP binding cassette subfamily A member 12	26154	https://www.ncbi.nlm.nih.gov/gene/?term=26154
ENSG00000166558	SLC38A8	solute carrier family 38 member 8	146167	https://www.ncbi.nlm.nih.gov/gene/?term=146167
ENSG00000055732	MCOLN3	mucolipin 3	55283	https://www.ncbi.nlm.nih.gov/gene/?term=55283
ENSG00000135355	GJA10	gap junction protein alpha 10	84694	https://www.ncbi.nlm.nih.gov/gene/?term=84694
ENSG00000047936	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase	6098	https://www.ncbi.nlm.nih.gov/gene/?term=6098
ENSG00000180066	C10orf91	chromosome 10 open reading frame 91 (putative)	170393	https://www.ncbi.nlm.nih.gov/gene/?term=170393
ENSG00000165685	TMEM52B	transmembrane protein 52B	120939	https://www.ncbi.nlm.nih.gov/gene/?term=120939
ENSG00000268941	LINC01711	long intergenic non-protein coding RNA 1711	79160	https://www.ncbi.nlm.nih.gov/gene/?term=79160
ENSG00000171199	OPRPN	opiorphin prepropeptide	58503	https://www.ncbi.nlm.nih.gov/gene/?term=58503
ENSG00000146809	ASB15	ankyrin repeat and SOCS box containing 15	142685	https://www.ncbi.nlm.nih.gov/gene/?term=142685
ENSG00000140274	DUOXA2	dual oxidase maturation factor 2	405753	https://www.ncbi.nlm.nih.gov/gene/?term=405753
ENSG00000147465	STAR	steroidogenic acute regulatory protein	6770	https://www.ncbi.nlm.nih.gov/gene/?term=6770
ENSG00000105664	COMP	cartilage oligomeric matrix protein	1311	https://www.ncbi.nlm.nih.gov/gene/?term=1311
ENSG00000104044	OCA2	OCA2 melanosomal transmembrane protein	4948	https://www.ncbi.nlm.nih.gov/gene/?term=4948
ENSG00000154646	TMPRSS15	transmembrane serine protease 15	5651	https://www.ncbi.nlm.nih.gov/gene/?term=5651
ENSG00000167749	KLK4	kallikrein related peptidase 4	9622	https://www.ncbi.nlm.nih.gov/gene/?term=9622
ENSG00000257185	LINC02293	long intergenic non-protein coding RNA 2293	102724890	https://www.ncbi.nlm.nih.gov/gene/?term=102724890
ENSG00000169059	VCX3A	variable charge X-linked 3A	51481	https://www.ncbi.nlm.nih.gov/gene/?term=51481
ENSG00000142319	SLC6A3	solute carrier family 6 member 3	6531	https://www.ncbi.nlm.nih.gov/gene/?term=6531
ENSG00000263639	MSMB	microseminoprotein beta	4477	https://www.ncbi.nlm.nih.gov/gene/?term=4477
ENSG00000230269	LINC02525	long intergenic non-protein coding RNA 2525	100507194	https://www.ncbi.nlm.nih.gov/gene/?term=100507194
ENSG00000225611	LINC02158	long intergenic non-protein coding RNA 2158	729083	https://www.ncbi.nlm.nih.gov/gene/?term=729083
ENSG00000162009	SSTR5	somatostatin receptor 5	6755	https://www.ncbi.nlm.nih.gov/gene/?term=6755
ENSG00000243073	PRAMEF4	PRAME family member 4	400735	https://www.ncbi.nlm.nih.gov/gene/?term=400735
ENSG00000124939	SCGB2A1	secretoglobin family 2A member 1	4246	https://www.ncbi.nlm.nih.gov/gene/?term=4246
ENSG00000130595	TNNT3	troponin T3, fast skeletal type	7140	https://www.ncbi.nlm.nih.gov/gene/?term=7140
ENSG00000124232	RBPJL	recombination signal binding protein for immunoglobulin kappa J region like	11317	https://www.ncbi.nlm.nih.gov/gene/?term=11317
ENSG00000123243	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5	80760	https://www.ncbi.nlm.nih.gov/gene/?term=80760
ENSG00000105641	SLC5A5	solute carrier family 5 member 5	6528	https://www.ncbi.nlm.nih.gov/gene/?term=6528
ENSG00000107187	LHX3	LIM homeobox 3	8022	https://www.ncbi.nlm.nih.gov/gene/?term=8022
ENSG00000227195	MIR663AHG	MIR663A host gene	284801	https://www.ncbi.nlm.nih.gov/gene/?term=284801
ENSG00000230234	LOC105378088	uncharacterized LOC105378088	105378088	https://www.ncbi.nlm.nih.gov/gene/?term=105378088
ENSG00000090932	DLL3	delta like canonical Notch ligand 3	10683	https://www.ncbi.nlm.nih.gov/gene/?term=10683
ENSG00000184856	LINC00308	long intergenic non-protein coding RNA 308	54143	https://www.ncbi.nlm.nih.gov/gene/?term=54143
ENSG00000156269	NAA11	N(alpha)-acetyltransferase 11, NatA catalytic subunit	84779	https://www.ncbi.nlm.nih.gov/gene/?term=84779
ENSG00000164778	EN2	engrailed homeobox 2	2020	https://www.ncbi.nlm.nih.gov/gene/?term=2020
ENSG00000130294	KIF1A	kinesin family member 1A	547	https://www.ncbi.nlm.nih.gov/gene/?term=547
ENSG00000181617	FDCSP	follicular dendritic cell secreted protein	260436	https://www.ncbi.nlm.nih.gov/gene/?term=260436
ENSG00000179580	RNF151	ring finger protein 151	146310	https://www.ncbi.nlm.nih.gov/gene/?term=146310
ENSG00000198033	TUBA3C	tubulin alpha 3c	7278	https://www.ncbi.nlm.nih.gov/gene/?term=7278
ENSG00000173080	RXFP4	relaxin family peptide/INSL5 receptor 4	339403	https://www.ncbi.nlm.nih.gov/gene/?term=339403
ENSG00000248587	GDNF-AS1	GDNF antisense RNA 1	100861519	https://www.ncbi.nlm.nih.gov/gene/?term=100861519
ENSG00000142789	CELA3A	chymotrypsin like elastase family member 3A	10136	https://www.ncbi.nlm.nih.gov/gene/?term=10136
ENSG00000254101	LINC02055	long intergenic non-protein coding RNA 2055	107986980	https://www.ncbi.nlm.nih.gov/gene/?term=107986980
ENSG00000225255	LINC01297	long intergenic non-protein coding RNA 1297	106146148	https://www.ncbi.nlm.nih.gov/gene/?term=106146148
ENSG00000158014	SLC30A2	solute carrier family 30 member 2	7780	https://www.ncbi.nlm.nih.gov/gene/?term=7780
ENSG00000243961	PARAL1	PPARG activating RBM14 associated lncRNA 1	101929371	https://www.ncbi.nlm.nih.gov/gene/?term=101929371
ENSG00000169297	NR0B1	nuclear receptor subfamily 0 group B member 1	190	https://www.ncbi.nlm.nih.gov/gene/?term=190
ENSG00000105278	ZFR2	zinc finger RNA binding protein 2	23217	https://www.ncbi.nlm.nih.gov/gene/?term=23217
ENSG00000225542	ZNF385D-AS1	ZNF385D antisense RNA 1	100874216	https://www.ncbi.nlm.nih.gov/gene/?term=100874216
ENSG00000261949	GFY	golgi associated olfactory signaling regulator	100507003	https://www.ncbi.nlm.nih.gov/gene/?term=100507003
ENSG00000234965	SHISA8	shisa family member 8	440829	https://www.ncbi.nlm.nih.gov/gene/?term=440829
ENSG00000187783	TMEM72	transmembrane protein 72	643236	https://www.ncbi.nlm.nih.gov/gene/?term=643236
ENSG00000185940	KRTAP5-5	keratin associated protein 5-5	439915	https://www.ncbi.nlm.nih.gov/gene/?term=439915
ENSG00000214381	LINC00488	long intergenic non-protein coding RNA 488	677779	https://www.ncbi.nlm.nih.gov/gene/?term=677779
ENSG00000237289	CKMT1B	creatine kinase, mitochondrial 1B	1159	https://www.ncbi.nlm.nih.gov/gene/?term=1159
ENSG00000183454	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	2903	https://www.ncbi.nlm.nih.gov/gene/?term=2903
ENSG00000280776	LINC01202	long intergenic non-protein coding RNA 1202	104326188	https://www.ncbi.nlm.nih.gov/gene/?term=104326188
ENSG00000231419	LINC00689	long intergenic non-protein coding RNA 689	154822	https://www.ncbi.nlm.nih.gov/gene/?term=154822
ENSG00000091704	CPA1	carboxypeptidase A1	1357	https://www.ncbi.nlm.nih.gov/gene/?term=1357
ENSG00000226372	DCAF8L1	DDB1 and CUL4 associated factor 8 like 1	139425	https://www.ncbi.nlm.nih.gov/gene/?term=139425
ENSG00000163395	IGFN1	immunoglobulin-like and fibronectin type III domain containing 1	91156	https://www.ncbi.nlm.nih.gov/gene/?term=91156
ENSG00000107159	CA9	carbonic anhydrase 9	768	https://www.ncbi.nlm.nih.gov/gene/?term=768
ENSG00000274588	DGKK	diacylglycerol kinase kappa	139189	https://www.ncbi.nlm.nih.gov/gene/?term=139189
ENSG00000261634	LOC102723548	uncharacterized LOC102723548	102723548	https://www.ncbi.nlm.nih.gov/gene/?term=102723548
ENSG00000258038	LINC02327	long intergenic non-protein coding RNA 2327	102724917	https://www.ncbi.nlm.nih.gov/gene/?term=102724917
ENSG00000101198	NKAIN4	sodium/potassium transporting ATPase interacting 4	128414	https://www.ncbi.nlm.nih.gov/gene/?term=128414
ENSG00000164076	CAMKV	CaM kinase like vesicle associated	79012	https://www.ncbi.nlm.nih.gov/gene/?term=79012
ENSG00000240405	SAMMSON	survival associated mitochondrial melanoma specific oncogenic non-coding RNA	101927152	https://www.ncbi.nlm.nih.gov/gene/?term=101927152
ENSG00000188580	NKAIN2	sodium/potassium transporting ATPase interacting 2	154215	https://www.ncbi.nlm.nih.gov/gene/?term=154215
ENSG00000188763	FZD9	frizzled class receptor 9	8326	https://www.ncbi.nlm.nih.gov/gene/?term=8326
ENSG00000169760	NLGN1	neuroligin 1	22871	https://www.ncbi.nlm.nih.gov/gene/?term=22871
ENSG00000259129	LINC00648	long intergenic non-protein coding RNA 648	100506433	https://www.ncbi.nlm.nih.gov/gene/?term=100506433
ENSG00000186150	UBL4B	ubiquitin like 4B	164153	https://www.ncbi.nlm.nih.gov/gene/?term=164153
ENSG00000214402	LCNL1	lipocalin like 1	401562	https://www.ncbi.nlm.nih.gov/gene/?term=401562
ENSG00000235621	LINC00494	long intergenic non-protein coding RNA 494	284749	https://www.ncbi.nlm.nih.gov/gene/?term=284749
ENSG00000158516	CPA2	carboxypeptidase A2	1358	https://www.ncbi.nlm.nih.gov/gene/?term=1358
ENSG00000163499	CRYBA2	crystallin beta A2	1412	https://www.ncbi.nlm.nih.gov/gene/?term=1412
ENSG00000099812	MISP	mitotic spindle positioning	126353	https://www.ncbi.nlm.nih.gov/gene/?term=126353
ENSG00000233217	MROH3P	maestro heat like repeat family member 3, pseudogene	647215	https://www.ncbi.nlm.nih.gov/gene/?term=647215
ENSG00000164418	GRIK2	glutamate ionotropic receptor kainate type subunit 2	2898	https://www.ncbi.nlm.nih.gov/gene/?term=2898
ENSG00000126890	CTAG2	cancer/testis antigen 2	30848	https://www.ncbi.nlm.nih.gov/gene/?term=30848
ENSG00000204866	IGFL2	IGF like family member 2	147920	https://www.ncbi.nlm.nih.gov/gene/?term=147920
ENSG00000196368	NUDT11	nudix hydrolase 11	55190	https://www.ncbi.nlm.nih.gov/gene/?term=55190
ENSG00000127928	GNGT1	G protein subunit gamma transducin 1	2792	https://www.ncbi.nlm.nih.gov/gene/?term=2792
ENSG00000130675	MNX1	motor neuron and pancreas homeobox 1	3110	https://www.ncbi.nlm.nih.gov/gene/?term=3110
ENSG00000178395	CCDC185	coiled-coil domain containing 185	164127	https://www.ncbi.nlm.nih.gov/gene/?term=164127
ENSG00000204936	CD177	CD177 molecule	57126	https://www.ncbi.nlm.nih.gov/gene/?term=57126
ENSG00000198930	CSAG1	chondrosarcoma associated gene 1	158511	https://www.ncbi.nlm.nih.gov/gene/?term=158511
ENSG00000244122	UGT1A7	UDP glucuronosyltransferase family 1 member A7	54577	https://www.ncbi.nlm.nih.gov/gene/?term=54577
ENSG00000110195	FOLR1	folate receptor 1	2348	https://www.ncbi.nlm.nih.gov/gene/?term=2348
ENSG00000121743	GJA3	gap junction protein alpha 3	2700	https://www.ncbi.nlm.nih.gov/gene/?term=2700
ENSG00000238269	PAGE2B	PAGE family member 2B	389860	https://www.ncbi.nlm.nih.gov/gene/?term=389860
ENSG00000215808	LINC01139	long intergenic non-protein coding RNA 1139	339535	https://www.ncbi.nlm.nih.gov/gene/?term=339535
